name_category,img_category,url_category,title
Other,0b2c73211a88ba23e5b3b77a22224567.jpg,https://en.sas.am/categories/Other__3085/,True
Ready-Made Meals ,01371a19e5a0097f0b8a40d25a99c64e.png,https://en.sas.am/categories/Ready_Made_Meals__1054/,True
Salads,e08320b4f8e5c82fc14c867f29b5d63c.jpg,https://en.sas.am/categories/Salads_2876/,True
Pickles,16cdcee9fcad19a1c9a14b6fe85a0fda.jpg,https://en.sas.am/categories/Pickles_1264/,True
Other,7db213cf6bb255bdebd398391254eff3.jpg,https://en.sas.am/categories/Other_3026/,True
Food Court,41d66fb6f852e63c5fe3774df7188e53.jpg,https://en.sas.am/categories/Food_Court_6810/,True
Canned Food ,33473c119aa754ffb36504079a3f623f.png,https://en.sas.am/categories/Canned_Food__1047/,True
Canned mushrooms,df1c4de70925bb81435dff7af1069f7b.jpg,https://en.sas.am/categories/Canned_mushrooms__2784/,True
Champignons,1a3bf17ad5f0c48841db572e975a5772.jpg,https://en.sas.am/categories/Champignons__2787/,False
Other,36fdde6706c5c5bbc3ed4db0a8901321.jpg,https://en.sas.am/categories/Other_2789/,False
Canned vegetables,c0e7753ffe0bef37cc53b127e3b1e64f.jpg,https://en.sas.am/categories/Canned_vegetables__1113/,True
Green peas,ed3d153b6d9089e1e038b130b88c58e7.jpg,https://en.sas.am/categories/Green_peas_1120/,False
Corn,48eae513417e98e408c5db39565b31e8.jpg,https://en.sas.am/categories/Corn_1119/,False
Cucumber,a6f50ea2dc4237bfc248496751bcf749.jpg,https://en.sas.am/categories/Cucumber__2791/,False
Tomato,39179a012c5270867ad04f7ca0d5dc3f.jpg,https://en.sas.am/categories/Tomato_2792/,False
Eggplant,c69f2132a5d154572dc3c97e0ea79f10.jpg,https://en.sas.am/categories/Eggplant__2793/,False
Pepper,01a85c7483d24dbb99511044b2188d4f.jpg,https://en.sas.am/categories/Pepper_3035/,False
Other,f7fe9e02096b7c2c72008969315fc1dc.jpg,https://en.sas.am/categories/Other_2794/,False
Tomato paste,84308e010fdc58dbe52f1d8e9ea36787.jpg,https://en.sas.am/categories/Tomato_paste_2785/,True
Olives,8befdba6c5e6ba8f9808dae08796ca62.jpg,https://en.sas.am/categories/Olives_2786/,True
Whole,aecba74cb8a8ff97f5cc94293afe3d2f.jpg,https://en.sas.am/categories/Whole__2795/,False
Pitted,5e25b68d1ccb3a0f19b6d02ceeabebba.jpg,https://en.sas.am/categories/Pitted__2796/,False
Sliced, stuffed,62154d91e76712f2a6275a7a2559fd6d.jpg,https://en.sas.am/categories/Sliced_stuffed_2797/,False
Canned meats, pastes,69f9239e19dcdf4b6121956f389f135e.jpg,https://en.sas.am/categories/Canned_meats_pastes__1116/,True
Beef, pork, poultry,bd3a558db21a810dd12d5c4f662d1990.jpg,https://en.sas.am/categories/Beef_pork_poultry__3036/,False
Pastes,1dae934a1dcbd1adaf247624fe64f985.jpg,https://en.sas.am/categories/Pastes__1134/,False
Canned fishes,485d38b1c5795cd0ed0232ad8a968eb9.jpg,https://en.sas.am/categories/Canned_fishes__1117/,True
In oil,cd0acf8a0265707b09b4311fcefee74b.jpg,https://en.sas.am/categories/In_oil__1136/,False
In tomato sauce,ffbe5d1adda356a8d91e97340f0c5247.jpg,https://en.sas.am/categories/In_tomato_sauce__1137/,False
Other,b93fb87a558b99eb5c4b10b3aebc9520.jpg,https://en.sas.am/categories/Other_1140/,False
Canned fruits,90914d0bd30cbdc8f9959c670de08293.jpg,https://en.sas.am/categories/Canned_fruits__1115/,True
Preserve,656e8bf38c57f84a99474e579d7a1351.jpg,https://en.sas.am/categories/Preserve_1127/,False
Jam,66ee13d3caaf8312a9504534d85b7269.jpg,https://en.sas.am/categories/Jam_1128/,False
Other,c8029bd66bcc0170b355027df8d1218f.jpg,https://en.sas.am/categories/Other__3062/,False
Other,5c2e3c0b34176e6b3ccd41509a40ff29.jpg,https://en.sas.am/categories/Other__3244/,True
Fresh vegetables and Fruits ,5ec4c888b1201f006b74404855f4393d.png,https://en.sas.am/categories/Fresh_vegetables_and_Fruits__1053/,True
Fruits,59a89da2346276704f8546b57c7897cd.jpg,https://en.sas.am/categories/Fruits__1257/,True
Berries,89485cae689787f5a3039265ce8ee480.jpg,https://en.sas.am/categories/Berries_1260/,True
Tropical fruits,c7ebfb46b443511d96585d6b0f75459c.jpg,https://en.sas.am/categories/Tropical_fruits_1261/,True
Vegetables,85904354bfd6a84ba30fa174a626197e.jpg,https://en.sas.am/categories/Vegetables_1258/,True
Greens,1c35dc2887ce58762a3e77da9b750397.jpg,https://en.sas.am/categories/Greens_1259/,True
Baby Food ,be747c60cc80f2b6bd18cb66c9dfc50f.png,https://en.sas.am/categories/Baby_Food__1339/,True
Infant milk,7be9e44a1c1c1792ddd186ef994d3a5f.jpg,https://en.sas.am/categories/Infant_milk_1346/,True
Porridge,3f216e37d6b5a320f2f9c4fa37703b6c.jpg,https://en.sas.am/categories/Porridge__2915/,True
Cakes, purée,5355d7a5f365c9345066dd521b07b81f.jpg,https://en.sas.am/categories/Cakes_pur%C3%A9e_2916/,True
Juice, tea,ee16d81a2934a3374a5d9261711eacdb.jpg,https://en.sas.am/categories/Juice_tea_2917/,True
Other,0dd90f9d3fcf593879ac12996a5d1103.jpg,https://en.sas.am/categories/Other_2918/,True
No cholersterol,7516161580eb203bdff26645f2d2621c.png,https://en.sas.am/categories/No_cholersterol_6454/,True
Cholesterol lowering products,46172ee1d0b81d513f3d7a0f6f4c5654.jpg,https://en.sas.am/categories/Cholesterol_lowering_products_6457/,True
Drinks,ae274e32ccd43c793e8afa3059e0d106.jpg,https://en.sas.am/categories/Drinks_6467/,False
Fruit and vegetables,991e7e9509ab9102f23794356583db6f.jpg,https://en.sas.am/categories/Fruit_and_vegetables_6468/,False
Soya products,5f3607589de9893973bfef7892e33ae8.jpg,https://en.sas.am/categories/Soya_products_6471/,False
Fish,00a0dc03e39297abf56d8b13f07d5f38.jpg,https://en.sas.am/categories/Fish_6476/,False
Products low in and with no cholesterol,2248ff19c78bb384e5c1d5e601a5e196.jpg,https://en.sas.am/categories/Products_low_in_and_with_no_cholesterol_6456/,True
Bakery goods,6243e6cf8daf51806ac50af32be86fdb.jpg,https://en.sas.am/categories/Bakery_goods_6472/,False
Diary products,2a40ae64f582f5e047d618cc54796ab4.jpg,https://en.sas.am/categories/Diary_products_6473/,False
Grocery,7e1c8eefb07ab87ddabf3251c8de3720.jpg,https://en.sas.am/categories/Grocery_6474/,False
Fruit and vegetables,b7718a8502e4c339a736582f4251827a.jpg,https://en.sas.am/categories/Fruit_and_vegetables_6475/,False
Diabetic Products  ,60eb4fd6f93b78dc3ae9166fed86737d.png,https://en.sas.am/categories/Diabetic_Products__1057/,True
Sugar, sweetener,2940854bfda9a7b69fffd1a295fbd70a.jpg,https://en.sas.am/categories/Sugar_sweetener__1335/,True
Drinks,ce9c3400d149872fac7acaad16d7442c.jpg,https://en.sas.am/categories/Drinks_3138/,True
Phitotea, succory,b225ca448c178cac71e5bbacf56edc31.jpg,https://en.sas.am/categories/Phitotea_succory_2905/,False
Grocery,845b19826e25a7b63e481fcff64eb123.jpg,https://en.sas.am/categories/Grocery__3137/,True
Crisps, dried crusts,35ae7923b1fdc8d4db26aafe7a3a6fd5.jpg,https://en.sas.am/categories/Crisps_dried_crusts_1333/,False
Muesli, cushions,ee7a28f723a17e0c4afe9bd3a779e62e.jpg,https://en.sas.am/categories/Muesli_cushions__2903/,False
Grains, legumes,0804c57fe25f6bb97e3dc94e4c71bd3f.jpg,https://en.sas.am/categories/Grains_legumes_6486/,False
Sweets, desserts,8d0bbaec805d380facd88e320119248d.jpg,https://en.sas.am/categories/Sweets_desserts_3136/,True
Honey, jam,2366b95d522f18f8d37a317c78f9b62d.jpg,https://en.sas.am/categories/Honey_jam__2906/,False
Waffle,6441997c0e9a128b85646eb4163a72eb.jpg,https://en.sas.am/categories/Waffle_2909/,False
Halva, nuts-and-honey bar,56242f69f0b22501791a50480d4150d1.jpg,https://en.sas.am/categories/Halva_nuts_and_honey_bar__2910/,False
Cookies, croissant,68963e0fe405110128a276d9b6dc2b3d.jpg,https://en.sas.am/categories/Cookies_croissant__2911/,False
Sweets, sugar candy, fruit jelly,971f265774c2c236f9251274e6a4bcae.jpg,https://en.sas.am/categories/Sweets_sugar_candy_fruit_jelly_2912/,False
Chocolate bar, chocolate cream,33ba88720af4b54b91872c2620951435.jpg,https://en.sas.am/categories/Chocolate_bar_chocolate_cream_2913/,False
Spice cake, crispy sticks,b70777efc584d12c7e4072bb72bc5bf6.jpg,https://en.sas.am/categories/Spice_cake_crispy_sticks__2914/,False
Other,3a7b629e2aab905f3a26140296146c8e.jpg,https://en.sas.am/categories/Other_3087/,True
Organic products,0a877c3fc04cac3f10a9dffa313ca519.png,https://en.sas.am/categories/Organic_products_6316/,True
Sweets,d143d7f6408e0481b89ea68506f1dc4f.jpg,https://en.sas.am/categories/Sweets_6323/,True
Juices and beverages,a97d9ab966f4a30c928ccadf8234776e.jpg,https://en.sas.am/categories/Juices_and_beverages_6324/,True
Grocery,bb6d16a05797ba7e68496f020a6b6adc.jpg,https://en.sas.am/categories/Grocery_6325/,True
Bread,8f745e0927a19e2b72f83d4b7ae5f157.jpg,https://en.sas.am/categories/Bread__6326/,True
Gluten free,1511f33c6852ac0f10ac7b00a310e27a.png,https://en.sas.am/categories/Gluten_free_6762/,True
Everything for Animals ,b99e3e9fbfa51ecd1cd494664763f96d.png,https://en.sas.am/categories/Everything_for_Animals__1371/,True
Dog food,a757992c7c7b75d1411e117a292f5e63.jpg,https://en.sas.am/categories/Dog_food__1435/,True
Cat food,23088362e446979cc42e8331b888930b.jpg,https://en.sas.am/categories/Cat_food__1436/,True
Other,0eb1d3b92f74b0c6a42facc3e8b502b8.jpg,https://en.sas.am/categories/Other_3015/,True
