name_category,img_category,url_category
Շամպինիոն,1a3bf17ad5f0c48841db572e975a5772.jpg,https://www.sas.am/categories/%D5%87%D5%A1%D5%B4%D5%BA%D5%AB%D5%B6%D5%AB%D5%B8%D5%B6__2787/
Այլ,36fdde6706c5c5bbc3ed4db0a8901321.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_2789/
Բանջարեղենային պահածոներ,c0e7753ffe0bef37cc53b127e3b1e64f.jpg,https://www.sas.am/categories/%D4%B2%D5%A1%D5%B6%D5%BB%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6%D5%A1%D5%B5%D5%AB%D5%B6_%D5%BA%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B6%D5%A5%D6%80_1113/
Կանաչ ոլոռ,ed3d153b6d9089e1e038b130b88c58e7.jpg,https://www.sas.am/categories/%D4%BF%D5%A1%D5%B6%D5%A1%D5%B9_%D5%B8%D5%AC%D5%B8%D5%BC__1120/
Եգիպտացորեն,48eae513417e98e408c5db39565b31e8.jpg,https://www.sas.am/categories/%D4%B5%D5%A3%D5%AB%D5%BA%D5%BF%D5%A1%D6%81%D5%B8%D6%80%D5%A5%D5%B6_1119/
Վարունգ,a6f50ea2dc4237bfc248496751bcf749.jpg,https://www.sas.am/categories/%D5%8E%D5%A1%D6%80%D5%B8%D6%82%D5%B6%D5%A3_2791/
Լոլիկ,39179a012c5270867ad04f7ca0d5dc3f.jpg,https://www.sas.am/categories/%D4%BC%D5%B8%D5%AC%D5%AB%D5%AF_2792/
Սմբուկ,c69f2132a5d154572dc3c97e0ea79f10.jpg,https://www.sas.am/categories/%D5%8D%D5%B4%D5%A2%D5%B8%D6%82%D5%AF__2793/
Պղպեղ,01a85c7483d24dbb99511044b2188d4f.jpg,https://www.sas.am/categories/%D5%8A%D5%B2%D5%BA%D5%A5%D5%B2_3035/
Այլ,f7fe9e02096b7c2c72008969315fc1dc.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_2794/
Տոմատի մածուկ,84308e010fdc58dbe52f1d8e9ea36787.jpg,https://www.sas.am/categories/%D5%8F%D5%B8%D5%B4%D5%A1%D5%BF%D5%AB_%D5%B4%D5%A1%D5%AE%D5%B8%D6%82%D5%AF_2785/
Ձիթապտուղ,8befdba6c5e6ba8f9808dae08796ca62.jpg,https://www.sas.am/categories/%D5%81%D5%AB%D5%A9%D5%A1%D5%BA%D5%BF%D5%B8%D6%82%D5%B2_2786/
Կորիզով,aecba74cb8a8ff97f5cc94293afe3d2f.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D6%80%D5%AB%D5%A6%D5%B8%D5%BE_2795/
Առանց կորիզի,5e25b68d1ccb3a0f19b6d02ceeabebba.jpg,https://www.sas.am/categories/%D4%B1%D5%BC%D5%A1%D5%B6%D6%81_%D5%AF%D5%B8%D6%80%D5%AB%D5%A6%D5%AB__2796/
Կտրտած, լցոնված,62154d91e76712f2a6275a7a2559fd6d.jpg,https://www.sas.am/categories/%D4%BF%D5%BF%D6%80%D5%BF%D5%A1%D5%AE_%D5%AC%D6%81%D5%B8%D5%B6%D5%BE%D5%A1%D5%AE_2797/
Մսային պահածոներ, պաշտետներ,69f9239e19dcdf4b6121956f389f135e.jpg,https://www.sas.am/categories/%D5%84%D5%BD%D5%A1%D5%B5%D5%AB%D5%B6_%D5%BA%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B6%D5%A5%D6%80_%D5%BA%D5%A1%D5%B7%D5%BF%D5%A5%D5%BF%D5%B6%D5%A5%D6%80_1116/
Տավարի, խոզի, թռչնի,bd3a558db21a810dd12d5c4f662d1990.jpg,https://www.sas.am/categories/%D5%8F%D5%A1%D5%BE%D5%A1%D6%80%D5%AB_%D5%AD%D5%B8%D5%A6%D5%AB_%D5%A9%D5%BC%D5%B9%D5%B6%D5%AB_3036/
Պաշտետներ,1dae934a1dcbd1adaf247624fe64f985.jpg,https://www.sas.am/categories/%D5%8A%D5%A1%D5%B7%D5%BF%D5%A5%D5%BF%D5%B6%D5%A5%D6%80_1134/
Ձկնային պահածոներ,485d38b1c5795cd0ed0232ad8a968eb9.jpg,https://www.sas.am/categories/%D5%81%D5%AF%D5%B6%D5%A1%D5%B5%D5%AB%D5%B6_%D5%BA%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B6%D5%A5%D6%80_1117/
Ձեթի մեջ,cd0acf8a0265707b09b4311fcefee74b.jpg,https://www.sas.am/categories/%D5%81%D5%A5%D5%A9%D5%AB_%D5%B4%D5%A5%D5%BB_1136/
Տոմատի սոուսի մեջ,ffbe5d1adda356a8d91e97340f0c5247.jpg,https://www.sas.am/categories/%D5%8F%D5%B8%D5%B4%D5%A1%D5%BF%D5%AB_%D5%BD%D5%B8%D5%B8%D6%82%D5%BD%D5%AB_%D5%B4%D5%A5%D5%BB_1137/
Այլ,b93fb87a558b99eb5c4b10b3aebc9520.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_1140/
Մրգային պահածոներ,90914d0bd30cbdc8f9959c670de08293.jpg,https://www.sas.am/categories/%D5%84%D6%80%D5%A3%D5%A1%D5%B5%D5%AB%D5%B6_%D5%BA%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B6%D5%A5%D6%80_1115/
Մուրաբա,656e8bf38c57f84a99474e579d7a1351.jpg,https://www.sas.am/categories/%D5%84%D5%B8%D6%82%D6%80%D5%A1%D5%A2%D5%A1_1127/
Ջեմ,66ee13d3caaf8312a9504534d85b7269.jpg,https://www.sas.am/categories/%D5%8B%D5%A5%D5%B4_1128/
Այլ,c8029bd66bcc0170b355027df8d1218f.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3062/
Այլ,5c2e3c0b34176e6b3ccd41509a40ff29.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3244/
Թարմ բանջարեղեն և միրգ,5ec4c888b1201f006b74404855f4393d.png,https://www.sas.am/categories/%D4%B9%D5%A1%D6%80%D5%B4_%D5%A2%D5%A1%D5%B6%D5%BB%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_%D6%87_%D5%B4%D5%AB%D6%80%D5%A3_1053/
Մրգեր,59a89da2346276704f8546b57c7897cd.jpg,https://www.sas.am/categories/%D5%84%D6%80%D5%A3%D5%A5%D6%80_1257/
Հատապտուղներ,89485cae689787f5a3039265ce8ee480.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%BF%D5%A1%D5%BA%D5%BF%D5%B8%D6%82%D5%B2%D5%B6%D5%A5%D6%80_1260/
Արևադարձային մրգեր,c7ebfb46b443511d96585d6b0f75459c.jpg,https://www.sas.am/categories/%D4%B1%D6%80%D6%87%D5%A1%D5%A4%D5%A1%D6%80%D5%B1%D5%A1%D5%B5%D5%AB%D5%B6_%D5%B4%D6%80%D5%A3%D5%A5%D6%80_1261/
Բանջարեղեն,85904354bfd6a84ba30fa174a626197e.jpg,https://www.sas.am/categories/%D4%B2%D5%A1%D5%B6%D5%BB%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_1258/
Կանաչի,1c35dc2887ce58762a3e77da9b750397.jpg,https://www.sas.am/categories/%D4%BF%D5%A1%D5%B6%D5%A1%D5%B9%D5%AB_1259/
Մանկական սնունդ,be747c60cc80f2b6bd18cb66c9dfc50f.png,https://www.sas.am/categories/%D5%84%D5%A1%D5%B6%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_%D5%BD%D5%B6%D5%B8%D6%82%D5%B6%D5%A4_1339/
Կաթնային խառնուրդ,7be9e44a1c1c1792ddd186ef994d3a5f.jpg,https://www.sas.am/categories/%D4%BF%D5%A1%D5%A9%D5%B6%D5%A1%D5%B5%D5%AB%D5%B6_%D5%AD%D5%A1%D5%BC%D5%B6%D5%B8%D6%82%D6%80%D5%A4__1346/
Շիլա,3f216e37d6b5a320f2f9c4fa37703b6c.jpg,https://www.sas.am/categories/%D5%87%D5%AB%D5%AC%D5%A1_2915/
Թխվածքաբլիթ, խյուս,5355d7a5f365c9345066dd521b07b81f.jpg,https://www.sas.am/categories/%D4%B9%D5%AD%D5%BE%D5%A1%D5%AE%D6%84%D5%A1%D5%A2%D5%AC%D5%AB%D5%A9_%D5%AD%D5%B5%D5%B8%D6%82%D5%BD__2916/
Հյութ, թեյ,ee16d81a2934a3374a5d9261711eacdb.jpg,https://www.sas.am/categories/%D5%80%D5%B5%D5%B8%D6%82%D5%A9_%D5%A9%D5%A5%D5%B5_2917/
Այլ,0dd90f9d3fcf593879ac12996a5d1103.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_2918/
Առանց խոլեստերինի,7516161580eb203bdff26645f2d2621c.png,https://www.sas.am/categories/%D4%B1%D5%BC%D5%A1%D5%B6%D6%81_%D5%AD%D5%B8%D5%AC%D5%A5%D5%BD%D5%BF%D5%A5%D6%80%D5%AB%D5%B6%D5%AB_6454/
Խոլեստերինը իջեցնող մթերք,46172ee1d0b81d513f3d7a0f6f4c5654.jpg,https://www.sas.am/categories/%D4%BD%D5%B8%D5%AC%D5%A5%D5%BD%D5%BF%D5%A5%D6%80%D5%AB%D5%B6%D5%A8_%D5%AB%D5%BB%D5%A5%D6%81%D5%B6%D5%B8%D5%B2_%D5%B4%D5%A9%D5%A5%D6%80%D6%84_6457/
Ըմպելիքներ,ae274e32ccd43c793e8afa3059e0d106.jpg,https://www.sas.am/categories/%D4%B8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84%D5%B6%D5%A5%D6%80_6467/
Միրգ և բանջարեղեն,991e7e9509ab9102f23794356583db6f.jpg,https://www.sas.am/categories/%D5%84%D5%AB%D6%80%D5%A3_%D6%87_%D5%A2%D5%A1%D5%B6%D5%BB%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_6468/
Սոյայի մթերք,5f3607589de9893973bfef7892e33ae8.jpg,https://www.sas.am/categories/%D5%8D%D5%B8%D5%B5%D5%A1%D5%B5%D5%AB_%D5%B4%D5%A9%D5%A5%D6%80%D6%84_6471/
Ձուկ,00a0dc03e39297abf56d8b13f07d5f38.jpg,https://www.sas.am/categories/%D5%81%D5%B8%D6%82%D5%AF_6476/
Առանց խոլեստերինի և դրա ցածր պարունակությամբ մթերք,2248ff19c78bb384e5c1d5e601a5e196.jpg,https://www.sas.am/categories/%D4%B1%D5%BC%D5%A1%D5%B6%D6%81_%D5%AD%D5%B8%D5%AC%D5%A5%D5%BD%D5%BF%D5%A5%D6%80%D5%AB%D5%B6%D5%AB_%D6%87_%D5%A4%D6%80%D5%A1_%D6%81%D5%A1%D5%AE%D6%80_%D5%BA%D5%A1%D6%80%D5%B8%D6%82%D5%B6%D5%A1%D5%AF%D5%B8%D6%82%D5%A9%D5%B5%D5%A1%D5%B4%D5%A2_%D5%B4%D5%A9%D5%A5%D6%80%D6%84_6456/
Հացաբուլկեղեն,6243e6cf8daf51806ac50af32be86fdb.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D6%81%D5%A1%D5%A2%D5%B8%D6%82%D5%AC%D5%AF%D5%A5%D5%B2%D5%A5%D5%B6_6472/
Կաթնամթերք,2a40ae64f582f5e047d618cc54796ab4.jpg,https://www.sas.am/categories/%D4%BF%D5%A1%D5%A9%D5%B6%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_6473/
Նպարեղեն,7e1c8eefb07ab87ddabf3251c8de3720.jpg,https://www.sas.am/categories/%D5%86%D5%BA%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_6474/
Միրգ և բանջարեղեն,b7718a8502e4c339a736582f4251827a.jpg,https://www.sas.am/categories/%D5%84%D5%AB%D6%80%D5%A3_%D6%87_%D5%A2%D5%A1%D5%B6%D5%BB%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_6475/
Դիաբետիկ մթերք,60eb4fd6f93b78dc3ae9166fed86737d.png,https://www.sas.am/categories/%D4%B4%D5%AB%D5%A1%D5%A2%D5%A5%D5%BF%D5%AB%D5%AF_%D5%B4%D5%A9%D5%A5%D6%80%D6%84_1057/
Շաքար, շաքարի փոխարինիչ,2940854bfda9a7b69fffd1a295fbd70a.jpg,https://www.sas.am/categories/%D5%87%D5%A1%D6%84%D5%A1%D6%80_%D5%B7%D5%A1%D6%84%D5%A1%D6%80%D5%AB_%D6%83%D5%B8%D5%AD%D5%A1%D6%80%D5%AB%D5%B6%D5%AB%D5%B9__1335/
Ըմպելիքներ,ce9c3400d149872fac7acaad16d7442c.jpg,https://www.sas.am/categories/%D4%B8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84%D5%B6%D5%A5%D6%80_3138/
Բուսական թեյ, եղերդակ,b225ca448c178cac71e5bbacf56edc31.jpg,https://www.sas.am/categories/%D4%B2%D5%B8%D6%82%D5%BD%D5%A1%D5%AF%D5%A1%D5%B6_%D5%A9%D5%A5%D5%B5_%D5%A5%D5%B2%D5%A5%D6%80%D5%A4%D5%A1%D5%AF_2905/
Նպարեղեն,845b19826e25a7b63e481fcff64eb123.jpg,https://www.sas.am/categories/%D5%86%D5%BA%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_3137/
Հաց, չորահաց,35ae7923b1fdc8d4db26aafe7a3a6fd5.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D6%81_%D5%B9%D5%B8%D6%80%D5%A1%D5%B0%D5%A1%D6%81_1333/
Մյուսլի, բարձիկ,ee7a28f723a17e0c4afe9bd3a779e62e.jpg,https://www.sas.am/categories/%D5%84%D5%B5%D5%B8%D6%82%D5%BD%D5%AC%D5%AB_%D5%A2%D5%A1%D6%80%D5%B1%D5%AB%D5%AF_2903/
Լոբազգիներ, ձավարեղեն,0804c57fe25f6bb97e3dc94e4c71bd3f.jpg,https://www.sas.am/categories/%D4%BC%D5%B8%D5%A2%D5%A1%D5%A6%D5%A3%D5%AB%D5%B6%D5%A5%D6%80_%D5%B1%D5%A1%D5%BE%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_6486/
Քաղցրավենիք, աղանդեր,8d0bbaec805d380facd88e320119248d.jpg,https://www.sas.am/categories/%D5%94%D5%A1%D5%B2%D6%81%D6%80%D5%A1%D5%BE%D5%A5%D5%B6%D5%AB%D6%84_%D5%A1%D5%B2%D5%A1%D5%B6%D5%A4%D5%A5%D6%80_3136/
Մեղր, ջեմ,2366b95d522f18f8d37a317c78f9b62d.jpg,https://www.sas.am/categories/%D5%84%D5%A5%D5%B2%D6%80_%D5%BB%D5%A5%D5%B4__2906/
Վաֆլի,6441997c0e9a128b85646eb4163a72eb.jpg,https://www.sas.am/categories/%D5%8E%D5%A1%D6%86%D5%AC%D5%AB_2909/
Հալվա, կոզինախ,56242f69f0b22501791a50480d4150d1.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%AC%D5%BE%D5%A1_%D5%AF%D5%B8%D5%A6%D5%AB%D5%B6%D5%A1%D5%AD_2910/
Թխվածքաբլիթ, կրուասան,68963e0fe405110128a276d9b6dc2b3d.jpg,https://www.sas.am/categories/%D4%B9%D5%AD%D5%BE%D5%A1%D5%AE%D6%84%D5%A1%D5%A2%D5%AC%D5%AB%D5%A9_%D5%AF%D6%80%D5%B8%D6%82%D5%A1%D5%BD%D5%A1%D5%B6_2911/
Կոնֆետ, սառնաշաքար, մարմելադ,971f265774c2c236f9251274e6a4bcae.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF_%D5%BD%D5%A1%D5%BC%D5%B6%D5%A1%D5%B7%D5%A1%D6%84%D5%A1%D6%80_%D5%B4%D5%A1%D6%80%D5%B4%D5%A5%D5%AC%D5%A1%D5%A4_2912/
Շոկոլադե սալիկ, շոկոլադե կրեմ,33ba88720af4b54b91872c2620951435.jpg,https://www.sas.am/categories/%D5%87%D5%B8%D5%AF%D5%B8%D5%AC%D5%A1%D5%A4%D5%A5_%D5%BD%D5%A1%D5%AC%D5%AB%D5%AF_%D5%B7%D5%B8%D5%AF%D5%B8%D5%AC%D5%A1%D5%A4%D5%A5_%D5%AF%D6%80%D5%A5%D5%B4_2913/
Քաղցրաբլիթ, խրթխրթան ձողիկներ,b70777efc584d12c7e4072bb72bc5bf6.jpg,https://www.sas.am/categories/%D5%94%D5%A1%D5%B2%D6%81%D6%80%D5%A1%D5%A2%D5%AC%D5%AB%D5%A9_%D5%AD%D6%80%D5%A9%D5%AD%D6%80%D5%A9%D5%A1%D5%B6_%D5%B1%D5%B8%D5%B2%D5%AB%D5%AF%D5%B6%D5%A5%D6%80_2914/
Այլ,3a7b629e2aab905f3a26140296146c8e.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3087/
Օրգանական ապրանքներ,0a877c3fc04cac3f10a9dffa313ca519.png,https://www.sas.am/categories/%D5%95%D6%80%D5%A3%D5%A1%D5%B6%D5%A1%D5%AF%D5%A1%D5%B6_%D5%A1%D5%BA%D6%80%D5%A1%D5%B6%D6%84%D5%B6%D5%A5%D6%80_6316/
Քաղցրավենիք,d143d7f6408e0481b89ea68506f1dc4f.jpg,https://www.sas.am/categories/%D5%94%D5%A1%D5%B2%D6%81%D6%80%D5%A1%D5%BE%D5%A5%D5%B6%D5%AB%D6%84_6323/
Հյութեր և ըմպելիքներ,a97d9ab966f4a30c928ccadf8234776e.jpg,https://www.sas.am/categories/%D5%80%D5%B5%D5%B8%D6%82%D5%A9%D5%A5%D6%80_%D6%87_%D5%A8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84%D5%B6%D5%A5%D6%80_6324/
Նպարեղեն,bb6d16a05797ba7e68496f020a6b6adc.jpg,https://www.sas.am/categories/%D5%86%D5%BA%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_6325/
Հաց,8f745e0927a19e2b72f83d4b7ae5f157.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D6%81__6326/
Առանց գլյուտենի,1511f33c6852ac0f10ac7b00a310e27a.png,https://www.sas.am/categories/%D4%B1%D5%BC%D5%A1%D5%B6%D6%81_%D5%A3%D5%AC%D5%B5%D5%B8%D6%82%D5%BF%D5%A5%D5%B6%D5%AB_6762/
Ամեն ինչ կենդանիների համար,b99e3e9fbfa51ecd1cd494664763f96d.png,https://www.sas.am/categories/%D4%B1%D5%B4%D5%A5%D5%B6_%D5%AB%D5%B6%D5%B9_%D5%AF%D5%A5%D5%B6%D5%A4%D5%A1%D5%B6%D5%AB%D5%B6%D5%A5%D6%80%D5%AB_%D5%B0%D5%A1%D5%B4%D5%A1%D6%80_1371/
Շների կեր,a757992c7c7b75d1411e117a292f5e63.jpg,https://www.sas.am/categories/%D5%87%D5%B6%D5%A5%D6%80%D5%AB_%D5%AF%D5%A5%D6%80_1435/
Կատուների կեր,23088362e446979cc42e8331b888930b.jpg,https://www.sas.am/categories/%D4%BF%D5%A1%D5%BF%D5%B8%D6%82%D5%B6%D5%A5%D6%80%D5%AB_%D5%AF%D5%A5%D6%80_1436/
Այլ,0eb1d3b92f74b0c6a42facc3e8b502b8.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_3015/
