name_category,img_category,url_category
Եգիպտացորենային արտադրանք,86998bd1ba9dd4d7eb92cd12e83b58c0.jpg,https://www.sas.am/categories/%D4%B5%D5%A3%D5%AB%D5%BA%D5%BF%D5%A1%D6%81%D5%B8%D6%80%D5%A5%D5%B6%D5%A1%D5%B5%D5%AB%D5%B6_%D5%A1%D6%80%D5%BF%D5%A1%D5%A4%D6%80%D5%A1%D5%B6%D6%84__1211/
Այլ,6221f8ae7cc8dbfd2e5b6f0e0127a7ea.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3061/
Շոկոլադե կոնֆետներ, կրեմ,278ee27f91b0ef26fb9408595ee5ad33.jpg,https://www.sas.am/categories/%D5%87%D5%B8%D5%AF%D5%B8%D5%AC%D5%A1%D5%A4%D5%A5_%D5%AF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF%D5%B6%D5%A5%D6%80_%D5%AF%D6%80%D5%A5%D5%B4_2810/
Կոնֆետների հավաքածու,6ab8f14fc015cf420446c593fb10e2c9.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF%D5%B6%D5%A5%D6%80%D5%AB_%D5%B0%D5%A1%D5%BE%D5%A1%D6%84%D5%A1%D5%AE%D5%B8%D6%82_1170/
Կոնֆետներ քաշով,87743996ed4ef3a986a0a7c39d76dd65.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF%D5%B6%D5%A5%D6%80_%D6%84%D5%A1%D5%B7%D5%B8%D5%BE_3031/
Սալիկ,8462fab41cc47c0d2afb1dcf2a86fa7b.jpg,https://www.sas.am/categories/%D5%8D%D5%A1%D5%AC%D5%AB%D5%AF_2825/
Բատոն,c615cd4091b53a48bc4faa7582d9c3d8.jpg,https://www.sas.am/categories/%D4%B2%D5%A1%D5%BF%D5%B8%D5%B6_1187/
Կրեմ,fe7f4eabb506006052b9ee146dfa5519.jpg,https://www.sas.am/categories/%D4%BF%D6%80%D5%A5%D5%B4_2826/
Մաստակ, կոնֆետներ,aaee3c74c98021ae144c3b71f45708e9.jpg,https://www.sas.am/categories/%D5%84%D5%A1%D5%BD%D5%BF%D5%A1%D5%AF_%D5%AF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF%D5%B6%D5%A5%D6%80_2818/
Մաստակ,2d8e837fd5b9fe1f859cb9bba6632ad1.jpg,https://www.sas.am/categories/%D5%84%D5%A1%D5%BD%D5%BF%D5%A1%D5%AF__2828/
Տուփով կոնֆետներ,36afd60720558a66325215c98ee50e22.jpg,https://www.sas.am/categories/%D5%8F%D5%B8%D6%82%D6%83%D5%B8%D5%BE_%D5%AF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF%D5%B6%D5%A5%D6%80__2829/
Քաշով կոնֆետներ,d21ec914c2f28f905b431f8ffa2f0cfb.jpg,https://www.sas.am/categories/%D5%94%D5%A1%D5%B7%D5%B8%D5%BE_%D5%AF%D5%B8%D5%B6%D6%86%D5%A5%D5%BF%D5%B6%D5%A5%D6%80__3755/
Հյութեր և ըմպելիքներ,1ef108e003ba4385ac904558d9056361.png,https://www.sas.am/categories/%D5%80%D5%B5%D5%B8%D6%82%D5%A9%D5%A5%D6%80_%D6%87_%D5%A8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84%D5%B6%D5%A5%D6%80_1050/
Ըմպելիքներ,9b6f466a46b0eadb918979fb57a06841.jpg,https://www.sas.am/categories/%D4%B8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84%D5%B6%D5%A5%D6%80_2857/
Բնական հյութ,8266974f7238162a6d2a5f7901252d11.jpg,https://www.sas.am/categories/%D4%B2%D5%B6%D5%A1%D5%AF%D5%A1%D5%B6_%D5%B0%D5%B5%D5%B8%D6%82%D5%A9_1221/
Կոմպոտ, օշարակ,36ae4b7415f6063b3ba99687f46785bf.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%B4%D5%BA%D5%B8%D5%BF_%D6%85%D5%B7%D5%A1%D6%80%D5%A1%D5%AF__2858/
Զովացուցիչ ըմպելիք,6a05c9f5bff51ef57dde395f2bcc4096.jpg,https://www.sas.am/categories/%D4%B6%D5%B8%D5%BE%D5%A1%D6%81%D5%B8%D6%82%D6%81%D5%AB%D5%B9_%D5%A8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84_2859/
Ջուր,f998c1b90e0443de76c5b38fb940d3de.jpg,https://www.sas.am/categories/%D5%8B%D5%B8%D6%82%D6%80_3028/
Այլ,2bbc4ddaf64fcb7655d586dded544547.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_2860/
Կակաո, կիսել,b6875d9cd4f440d761e7bfad0677eb59.jpg,https://www.sas.am/categories/%D4%BF%D5%A1%D5%AF%D5%A1%D5%B8_%D5%AF%D5%AB%D5%BD%D5%A5%D5%AC_1212/
Տաք շոկոլադ, կապուչինո,cfcae3255e908a8b7c411756d65f4481.jpg,https://www.sas.am/categories/%D5%8F%D5%A1%D6%84_%D5%B7%D5%B8%D5%AF%D5%B8%D5%AC%D5%A1%D5%A4_%D5%AF%D5%A1%D5%BA%D5%B8%D6%82%D5%B9%D5%AB%D5%B6%D5%B8_2856/
Թույլ ալկոհոլային ըմպելիքներ,afaa2ad57ddb34bae143f75faba99343.jpg,https://www.sas.am/categories/%D4%B9%D5%B8%D6%82%D5%B5%D5%AC_%D5%A1%D5%AC%D5%AF%D5%B8%D5%B0%D5%B8%D5%AC%D5%A1%D5%B5%D5%AB%D5%B6_%D5%A8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84%D5%B6%D5%A5%D6%80_1051/
Կոկտեյլ, էներգետիկ ըմպելիք,dc74bd2cfb9d87a58e784842f5b50061.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%AF%D5%BF%D5%A5%D5%B5%D5%AC_%D5%A7%D5%B6%D5%A5%D6%80%D5%A3%D5%A5%D5%BF%D5%AB%D5%AF_%D5%A8%D5%B4%D5%BA%D5%A5%D5%AC%D5%AB%D6%84_1232/
Այլ,8bdca33f242d044f9d6b6f9bf188af19.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_3078/
Սուրճ և թեյ,d85f475444b295a17503d925149df185.png,https://www.sas.am/categories/%D5%8D%D5%B8%D6%82%D6%80%D5%B3_%D6%87_%D5%A9%D5%A5%D5%B5_2846/
Սուրճ,e914fb5418c5aa9be2fb8d280da603cb.jpg,https://www.sas.am/categories/%D5%8D%D5%B8%D6%82%D6%80%D5%B3_7475/
Քաշով,72c187e2449ca83882721a5f09808b89.jpg,https://www.sas.am/categories/%D5%94%D5%A1%D5%B7%D5%B8%D5%BE_2852/
Փաթեթավորված,f740a9f68b95400e2c5f8e7286b64ddf.jpg,https://www.sas.am/categories/%D5%93%D5%A1%D5%A9%D5%A5%D5%A9%D5%A1%D5%BE%D5%B8%D6%80%D5%BE%D5%A1%D5%AE__2854/
Լուծվող,4f19134376fbc681dc2244f7282607f7.jpg,https://www.sas.am/categories/%D4%BC%D5%B8%D6%82%D5%AE%D5%BE%D5%B8%D5%B2_2855/
Սառը,ed8c2fa8b98003a8a9c672ebb0d5eaf9.jpg,https://www.sas.am/categories/%D5%8D%D5%A1%D5%BC%D5%A8__3770/
Այլ,f0187f908ea5f639fd48ef9773511843.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3065/
Թեյ,35693fe7e61cd0e2bbd3910eebf76382.jpg,https://www.sas.am/categories/%D4%B9%D5%A5%D5%B5_2845/
Փաթեթներով,ce260505fc0abbfc17fb106305b1d124.jpg,https://www.sas.am/categories/%D5%93%D5%A1%D5%A9%D5%A5%D5%A9%D5%B6%D5%A5%D6%80%D5%B8%D5%BE__2847/
Լուծվող,43632332d9cb2a96725f34d66518fde2.jpg,https://www.sas.am/categories/%D4%BC%D5%B8%D6%82%D5%AE%D5%BE%D5%B8%D5%B2_2848/
Տերևով,bc09e208babb6262bd610005256de65d.jpg,https://www.sas.am/categories/%D5%8F%D5%A5%D6%80%D6%87%D5%B8%D5%BE_2849/
Սառը,1ac5d44db259f59b787f90aeb8dd3ff8.jpg,https://www.sas.am/categories/%D5%8D%D5%A1%D5%BC%D5%A8__5220/
Ալկոհոլային խմիչքներ,6c7eaf5f18b375bc6497846718706919.png,https://www.sas.am/categories/%D4%B1%D5%AC%D5%AF%D5%B8%D5%B0%D5%B8%D5%AC%D5%A1%D5%B5%D5%AB%D5%B6_%D5%AD%D5%B4%D5%AB%D5%B9%D6%84%D5%B6%D5%A5%D6%80_1052/
Գինի,64f028e4a490ff08941bfc532ad6ec9a.jpg,https://www.sas.am/categories/%D4%B3%D5%AB%D5%B6%D5%AB_1236/
Հայկական,9936f2699281c071f87cde26a6f6c76f.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6__2865/
Ներմուծված,8a9760f36dc5bf3cbbe9aa86a251410f.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_2866/
Վերմուտ,7fbc6c3c7e4a95c0f1911c868fa1c3f8.jpg,https://www.sas.am/categories/%D5%8E%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%BF_2870/
Շամպայն, փրփրուն գինի,dd6c6b3796141ec6d8cef227de267fa0.jpg,https://www.sas.am/categories/%D5%87%D5%A1%D5%B4%D5%BA%D5%A1%D5%B5%D5%B6_%D6%83%D6%80%D6%83%D6%80%D5%B8%D6%82%D5%B6_%D5%A3%D5%AB%D5%B6%D5%AB_2871/
Կոնյակ, բրենդի,5e826d17a883c59072addf2c450a0de9.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%B6%D5%B5%D5%A1%D5%AF_%D5%A2%D6%80%D5%A5%D5%B6%D5%A4%D5%AB_1239/
Հայկական,d0eea2ae693ff4b74735cc3da87bde1c.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_1246/
Ներմուծված,490876b6cc22a425c5e993c40c255fb3.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_1247/
Վիսկի,260e004f44a38b591b8b45e6762c2c2c.jpg,https://www.sas.am/categories/%D5%8E%D5%AB%D5%BD%D5%AF%D5%AB_1248/
Օղի,41f9c0a112fe34a4ebeb6a0317357b89.jpg,https://www.sas.am/categories/%D5%95%D5%B2%D5%AB_1237/
Հայկական,9ee73ba0f4550c31a3d49f75872f6e9f.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_4104/
Ներմուծված,3558c6043e7444f6e4aaa6f996e992e3.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_4105/
Գարեջուր,e664657e3fc58c2f66ac73fd3c79a683.jpg,https://www.sas.am/categories/%D4%B3%D5%A1%D6%80%D5%A5%D5%BB%D5%B8%D6%82%D6%80_1231/
Հայկական,519be4ab13ade9d8471ac7662eecc18e.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_1233/
Ներմուծված,599c4faf5ad252f72c50f5fa25db0f84.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_1235/
Ամեն ինչ գարեջրի համար,37816cd587f40063e84ad889844b450a.jpg,https://www.sas.am/categories/%D4%B1%D5%B4%D5%A5%D5%B6_%D5%AB%D5%B6%D5%B9_%D5%A3%D5%A1%D6%80%D5%A5%D5%BB%D6%80%D5%AB_%D5%B0%D5%A1%D5%B4%D5%A1%D6%80__3079/
Ռոմ, տեկիլա,c7a71bb9472d37b705974d3de68d39d4.jpg,https://www.sas.am/categories/%D5%8C%D5%B8%D5%B4_%D5%BF%D5%A5%D5%AF%D5%AB%D5%AC%D5%A1_1250/
Ջին, աբսենտ,05d130e8bf229c6e3404daca4edbc79d.jpg,https://www.sas.am/categories/%D5%8B%D5%AB%D5%B6_%D5%A1%D5%A2%D5%BD%D5%A5%D5%B6%D5%BF_1251/
Լիկյոր,8380a36625bc4120e3926df218d33cc8.jpg,https://www.sas.am/categories/%D4%BC%D5%AB%D5%AF%D5%B5%D5%B8%D6%80_1241/
Այլ,b92dd891f3eb1087d90ff418db000937.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_2872/
Ծխախոտային արտադրանք,1f32a176192064ab1364fd179034458e.png,https://www.sas.am/categories/%D4%BE%D5%AD%D5%A1%D5%AD%D5%B8%D5%BF%D5%A1%D5%B5%D5%AB%D5%B6_%D5%A1%D6%80%D5%BF%D5%A1%D5%A4%D6%80%D5%A1%D5%B6%D6%84_1242/
Առանց ծուխ արտադրանք և աքսեսուարներ,15ee9723bd9b8b924e570354c978cce2.jpg,https://www.sas.am/categories/%D4%B1%D5%BC%D5%A1%D5%B6%D6%81_%D5%AE%D5%B8%D6%82%D5%AD_%D5%A1%D6%80%D5%BF%D5%A1%D5%A4%D6%80%D5%A1%D5%B6%D6%84_%D6%87_%D5%A1%D6%84%D5%BD%D5%A5%D5%BD%D5%B8%D6%82%D5%A1%D6%80%D5%B6%D5%A5%D6%80_7165/
Սիգար, սիգարիլա, թութուն,04a1af69e3e104077ab8baf990cbb719.jpg,https://www.sas.am/categories/%D5%8D%D5%AB%D5%A3%D5%A1%D6%80_%D5%BD%D5%AB%D5%A3%D5%A1%D6%80%D5%AB%D5%AC%D5%A1_%D5%A9%D5%B8%D6%82%D5%A9%D5%B8%D6%82%D5%B6_1255/
Ծխախոտ,180879ffbc731e95cf38cc216c6f641a.jpg,https://www.sas.am/categories/%D4%BE%D5%AD%D5%A1%D5%AD%D5%B8%D5%BF_2873/
Հայկական,7bb0db1b32a4a6038a0bf02e571c1fc5.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_2874/
Ներմուծված,dcfbdf47c847e31489d711011fc27dc6.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_2875/
Մսամթերք,83d9286b36c656116ee1c33f53fe47aa.png,https://www.sas.am/categories/%D5%84%D5%BD%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_2877/
Թարմ միս,f00ee844935d32c1c790ee967b6c82fe.jpg,https://www.sas.am/categories/%D4%B9%D5%A1%D6%80%D5%B4_%D5%B4%D5%AB%D5%BD_3024/
Տավարի,458128315b2a49c69c17408cb29b985c.jpg,https://www.sas.am/categories/%D5%8F%D5%A1%D5%BE%D5%A1%D6%80%D5%AB_2878/
Խոզի,be4c6ea41bd2166d62af4c6fe24cad7d.jpg,https://www.sas.am/categories/%D4%BD%D5%B8%D5%A6%D5%AB_2879/
Գառան,437f4fa9a9c85ce847f83c45167219f0.jpg,https://www.sas.am/categories/%D4%B3%D5%A1%D5%BC%D5%A1%D5%B6_2880/
Եփած մսամթերք,08f79ccbc808c6726077b0c89026a608.jpg,https://www.sas.am/categories/%D4%B5%D6%83%D5%A1%D5%AE_%D5%B4%D5%BD%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_2887/
Եփած երշիկ,8c2b432d88de61fd0b5a634a2ff62c60.jpg,https://www.sas.am/categories/%D4%B5%D6%83%D5%A1%D5%AE_%D5%A5%D6%80%D5%B7%D5%AB%D5%AF_1282/
Վետչինա,8688a43fffffaa65779b176d0bd4cd73.jpg,https://www.sas.am/categories/%D5%8E%D5%A5%D5%BF%D5%B9%D5%AB%D5%B6%D5%A1__1284/
Նրբերշիկ, սարդելկա,26a72caf15249774937bea13a04237e6.jpg,https://www.sas.am/categories/%D5%86%D6%80%D5%A2%D5%A5%D6%80%D5%B7%D5%AB%D5%AF_%D5%BD%D5%A1%D6%80%D5%A4%D5%A5%D5%AC%D5%AF%D5%A1_1286/
Ապխտած մսամթերք,8ef3c7b563753ac5829fcdda9bb86430.jpg,https://www.sas.am/categories/%D4%B1%D5%BA%D5%AD%D5%BF%D5%A1%D5%AE_%D5%B4%D5%BD%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_2888/
Եփած-ապխտած, կիսաապխտած երշիկ,6c7b36507166872eeba5338c08ac0609.jpg,https://www.sas.am/categories/%D4%B5%D6%83%D5%A1%D5%AE_%D5%A1%D5%BA%D5%AD%D5%BF%D5%A1%D5%AE_%D5%AF%D5%AB%D5%BD%D5%A1%D5%A1%D5%BA%D5%AD%D5%BF%D5%A1%D5%AE_%D5%A5%D6%80%D5%B7%D5%AB%D5%AF__3020/
Հում ապխտած երշիկ,bd9250730d3d30246846f17af9e213f1.jpg,https://www.sas.am/categories/%D5%80%D5%B8%D6%82%D5%B4_%D5%A1%D5%BA%D5%AD%D5%BF%D5%A1%D5%AE_%D5%A5%D6%80%D5%B7%D5%AB%D5%AF_3021/
Այլ,e7dd2f53fdf20acdcd0f29fedda40846.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3083/
Մսային դելիկատես,7ca65301ae22ca68d611af47d3614ad1.jpg,https://www.sas.am/categories/%D5%84%D5%BD%D5%A1%D5%B5%D5%AB%D5%B6_%D5%A4%D5%A5%D5%AC%D5%AB%D5%AF%D5%A1%D5%BF%D5%A5%D5%BD_3022/
Բաստուրմա, սուջուխ,5e4c9033246423518591099c88e80e8b.jpg,https://www.sas.am/categories/%D4%B2%D5%A1%D5%BD%D5%BF%D5%B8%D6%82%D6%80%D5%B4%D5%A1_%D5%BD%D5%B8%D6%82%D5%BB%D5%B8%D6%82%D5%AD_1275/
Կտրտած մսամթերք,d346a2883e860604af95090cfeae635f.jpg,https://www.sas.am/categories/%D4%BF%D5%BF%D6%80%D5%BF%D5%A1%D5%AE_%D5%B4%D5%BD%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_3023/
Թռչնամիս և ձու,1f96b3b3a83ff4ac9f29738561e68a8f.png,https://www.sas.am/categories/%D4%B9%D5%BC%D5%B9%D5%B6%D5%A1%D5%B4%D5%AB%D5%BD_%D6%87_%D5%B1%D5%B8%D6%82_3135/
Թռչնամիս,4140e0f12365047cc1bea5ba1c70f4e0.jpg,https://www.sas.am/categories/%D4%B9%D5%BC%D5%B9%D5%B6%D5%A1%D5%B4%D5%AB%D5%BD__2881/
Հավ, ճուտ,4f18e482acfe86d44d89183d5f528157.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%BE_%D5%B3%D5%B8%D6%82%D5%BF_2884/
Այլ,86e4aeebf3815b1398603f510f5b44ba.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_2885/
Ձու,61d4198c79d5170fad0821bdb442368d.jpg,https://www.sas.am/categories/%D5%81%D5%B8%D6%82_1147/
Ձուկ և ծովամթերք,9b677afaad5caf105b5d6503b1f66c8e.png,https://www.sas.am/categories/%D5%81%D5%B8%D6%82%D5%AF_%D6%87_%D5%AE%D5%B8%D5%BE%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_2889/
Կենդանի ձուկ,914722f9ea2fa768898924730aeb47fc.jpg,https://www.sas.am/categories/%D4%BF%D5%A5%D5%B6%D5%A4%D5%A1%D5%B6%D5%AB_%D5%B1%D5%B8%D6%82%D5%AF_2882/
Ծովամթերք,1c3cd91600f74f9466c32cd3aa6f62a9.jpg,https://www.sas.am/categories/%D4%BE%D5%B8%D5%BE%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_2883/
Ապխտած ձուկ,3b3d0518b1bfc0af246e44860c72c738.jpg,https://www.sas.am/categories/%D4%B1%D5%BA%D5%AD%D5%BF%D5%A1%D5%AE_%D5%B1%D5%B8%D6%82%D5%AF_2890/
Պահածոներ,13237e10f67688272ca0acabb71a4561.jpg,https://www.sas.am/categories/%D5%8A%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B6%D5%A5%D6%80_2891/
Ներմուծված թարմ ծովամթերք,53ee15be966b2e98b4b37f8b1b9768c9.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_%D5%A9%D5%A1%D6%80%D5%B4_%D5%AE%D5%B8%D5%BE%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_6904/
Սառեցված ձուկ,a13bdb3ebd24f2549e78f07ed697bb4e.jpg,https://www.sas.am/categories/%D5%8D%D5%A1%D5%BC%D5%A5%D6%81%D5%BE%D5%A1%D5%AE_%D5%B1%D5%B8%D6%82%D5%AF_6270/
Ձկնկիթ,692f37498d78b5bd43f439ba5f157457.jpg,https://www.sas.am/categories/%D5%81%D5%AF%D5%B6%D5%AF%D5%AB%D5%A9_1299/
Սառեցված մթերք,e54b876f547af89f796a72a3a26d0922.png,https://www.sas.am/categories/%D5%8D%D5%A1%D5%BC%D5%A5%D6%81%D5%BE%D5%A1%D5%AE_%D5%B4%D5%A9%D5%A5%D6%80%D6%84_1056/
Թռչնամիս,3b27ae59985bc5abb45cb5189f938983.jpg,https://www.sas.am/categories/%D4%B9%D5%BC%D5%B9%D5%B6%D5%A1%D5%B4%D5%AB%D5%BD__1311/
Հնդկահավ,40c3c0a0f034868129df0fce7c43e6fd.jpg,https://www.sas.am/categories/%D5%80%D5%B6%D5%A4%D5%AF%D5%A1%D5%B0%D5%A1%D5%BE_1326/
Հավ, ճուտ,69a78feb7452848c8689a4c528e5017d.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%BE_%D5%B3%D5%B8%D6%82%D5%BF_2897/
Ձուկ, ծովամթերք,bb56e2bc7f1dd7dbef2438dc95369604.jpg,https://www.sas.am/categories/%D5%81%D5%B8%D6%82%D5%AF_%D5%AE%D5%B8%D5%BE%D5%A1%D5%B4%D5%A9%D5%A5%D6%80%D6%84_1327/
Սառույց,2506cea6649c11fe97846f213badcf2b.jpg,https://www.sas.am/categories/%D5%8D%D5%A1%D5%BC%D5%B8%D6%82%D5%B5%D6%81_2902/
Բանջարեղեն, միրգ, հատապտուղ,98d7e5cf39778b24e4b31704fa8882d8.jpg,https://www.sas.am/categories/%D4%B2%D5%A1%D5%B6%D5%BB%D5%A1%D6%80%D5%A5%D5%B2%D5%A5%D5%B6_%D5%B4%D5%AB%D6%80%D5%A3_%D5%B0%D5%A1%D5%BF%D5%A1%D5%BA%D5%BF%D5%B8%D6%82%D5%B2__1313/
Կիսաֆաբրիկատներ,255c718b6dd295d85e2c048a194a990f.jpg,https://www.sas.am/categories/%D4%BF%D5%AB%D5%BD%D5%A1%D6%86%D5%A1%D5%A2%D6%80%D5%AB%D5%AF%D5%A1%D5%BF%D5%B6%D5%A5%D6%80_1310/
Նրբաբլիթ,9f3da3f4c87fe1aa3c78c8e3bbb3b393.jpg,https://www.sas.am/categories/%D5%86%D6%80%D5%A2%D5%A1%D5%A2%D5%AC%D5%AB%D5%A9_1317/
Պելմենի,67f26e2b3380771b4f2c5ed1263cef04.jpg,https://www.sas.am/categories/%D5%8A%D5%A5%D5%AC%D5%B4%D5%A5%D5%B6%D5%AB_2894/
Վարենիկ, խինկալի,9b404db225b6198af276b8abe3d2f3a9.jpg,https://www.sas.am/categories/%D5%8E%D5%A1%D6%80%D5%A5%D5%B6%D5%AB%D5%AF_%D5%AD%D5%AB%D5%B6%D5%AF%D5%A1%D5%AC%D5%AB_1315/
Իշլի, կոլոլակ,eba1e54edbf192581b97fab9b0261f5c.jpg,https://www.sas.am/categories/%D4%BB%D5%B7%D5%AC%D5%AB_%D5%AF%D5%B8%D5%AC%D5%B8%D5%AC%D5%A1%D5%AF_2713/
Ձողիկներ, նագետներ,d7c20d987581ae8a752252621fb83d0d.jpg,https://www.sas.am/categories/%D5%81%D5%B8%D5%B2%D5%AB%D5%AF%D5%B6%D5%A5%D6%80_%D5%B6%D5%A1%D5%A3%D5%A5%D5%BF%D5%B6%D5%A5%D6%80_2714/
Կոտլետ,c7dc79a954848bfb100ef9615df6a64a.jpg,https://www.sas.am/categories/%D4%BF%D5%B8%D5%BF%D5%AC%D5%A5%D5%BF_3016/
Պիցցայի լոշիկ, պիցցա,919d9fabc41dd52ee33baf25798d7da2.jpg,https://www.sas.am/categories/%D5%8A%D5%AB%D6%81%D6%81%D5%A1%D5%B5%D5%AB_%D5%AC%D5%B8%D5%B7%D5%AB%D5%AF_%D5%BA%D5%AB%D6%81%D6%81%D5%A1_1318/
Խմոր,a44feff9b69f3f351d6f0170e155ac12.jpg,https://www.sas.am/categories/%D4%BD%D5%B4%D5%B8%D6%80_2715/
Կիսաֆաբրիկատներ խմորից,cd9299c300f32378e66833e12f4b02f5.jpg,https://www.sas.am/categories/%D4%BF%D5%AB%D5%BD%D5%A1%D6%86%D5%A1%D5%A2%D6%80%D5%AB%D5%AF%D5%A1%D5%BF%D5%B6%D5%A5%D6%80_%D5%AD%D5%B4%D5%B8%D6%80%D5%AB%D6%81__2895/
Այլ,8be2aecd5458011328c22f5a3b6633dc.JPG,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_3017/
Պաղպաղակ,cb2c9019d1c36eb1dd9a890d390d6741.jpg,https://www.sas.am/categories/%D5%8A%D5%A1%D5%B2%D5%BA%D5%A1%D5%B2%D5%A1%D5%AF_2899/
Հայկական,b0a411c31b27987fcab40dc06ed3d12f.jpg,https://www.sas.am/categories/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_2900/
Ներմուծված,71b6953fabacfc23d3a82c619e1f9901.jpg,https://www.sas.am/categories/%D5%86%D5%A5%D6%80%D5%B4%D5%B8%D6%82%D5%AE%D5%BE%D5%A1%D5%AE_2901/
Այլ,0b2c73211a88ba23e5b3b77a22224567.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC__3085/
Պատրաստի ուտեստներ,01371a19e5a0097f0b8a40d25a99c64e.png,https://www.sas.am/categories/%D5%8A%D5%A1%D5%BF%D6%80%D5%A1%D5%BD%D5%BF%D5%AB_%D5%B8%D6%82%D5%BF%D5%A5%D5%BD%D5%BF%D5%B6%D5%A5%D6%80_1054/
Աղցաններ,e08320b4f8e5c82fc14c867f29b5d63c.jpg,https://www.sas.am/categories/%D4%B1%D5%B2%D6%81%D5%A1%D5%B6%D5%B6%D5%A5%D6%80_2876/
Թթվեղեն,16cdcee9fcad19a1c9a14b6fe85a0fda.jpg,https://www.sas.am/categories/%D4%B9%D5%A9%D5%BE%D5%A5%D5%B2%D5%A5%D5%B6_1264/
Այլ,7db213cf6bb255bdebd398391254eff3.jpg,https://www.sas.am/categories/%D4%B1%D5%B5%D5%AC_3026/
Food Court,41d66fb6f852e63c5fe3774df7188e53.jpg,https://www.sas.am/categories/Food_Court_6810/
Պահածոյացված մթերք,33473c119aa754ffb36504079a3f623f.png,https://www.sas.am/categories/%D5%8A%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B5%D5%A1%D6%81%D5%BE%D5%A1%D5%AE_%D5%B4%D5%A9%D5%A5%D6%80%D6%84_1047/
Սնկային պահածոներ,df1c4de70925bb81435dff7af1069f7b.jpg,https://www.sas.am/categories/%D5%8D%D5%B6%D5%AF%D5%A1%D5%B5%D5%AB%D5%B6_%D5%BA%D5%A1%D5%B0%D5%A1%D5%AE%D5%B8%D5%B6%D5%A5%D6%80_2784/
