name_category;img_product;name_product;url_product
Պանիր;3a84b487608433ae3900bbe31349659d.JPG;Պանիր լոռի «Աշտարակ կաթ» ;https://www.sas.am/products/Պանիր_լոռի_«Աշտարակ_կաթ»__31280/
Պանիր;eb6816a4d406ccdcd65cc18dfadbceaf.jpg;Պանիր լոռի «Մարիաննա» ;https://www.sas.am/products/Պանիր_լոռի_«Մարիաննա»__31276/
Պանիր;13356ea1f3737f009154202a4aaae11b.jpg;Պանիր չանախ «Բանդիվան» ;https://www.sas.am/products/Պանիր_չանախ_«Բանդիվան»__656825/
Պանիր;2cd79987d0ab077cea4e130c24642d4d.JPG;Պանիր «Ալաշկերտ» ;https://www.sas.am/products/Պանիր_«Ալաշկերտ»__31187/
Պանիր;894b39c44ae206aa1aa9728d25db10f3.JPG;Պանիր «Tavush»;https://www.sas.am/products/Պանիր_«Tavush»_401974/
Պանիր;084ca39460582fa296ec3b2411121933.JPG;Պանիր այծի «President» 200գ, 45%;https://www.sas.am/products/Պանիր_այծի_«President»_գ__30770/
Պանիր;a63e701d25f87152635c29bc879da374.JPG;Պանիր կանաչիով «Tavush»;https://www.sas.am/products/Պանիր_կանաչիով_«Tavush»_401970/
Պանիր;95e65b12eec8de17377e5bf823643a73.JPG;Պանիր կանաչիով «Tavush»;https://www.sas.am/products/Պանիր_կանաչիով_«Tavush»_401971/
Պանիր;767179916ff7fa6ae2806b7345e5980b.JPG;Պանիր կանաչիով «Tavush»;https://www.sas.am/products/Պանիր_կանաչիով_«Tavush»_401976/
Պանիր;0eee4c72f5ae86818e023f8d62f4f798.JPG;Պանիր «Kiri a la creme» 6 հատ 128գ;https://www.sas.am/products/Պանիր_«Kiri_a_la_creme»_հատ_գ_30924/
Պանիր;0b82798c5c0741c34e7a83e96d7d99c0.JPG;Պանիր Ալաշկերտ, փոքր;https://www.sas.am/products/Պանիր_Ալաշկերտ_փոքր_328131/
Պանիր;01c8cf282cb3ca459d29acb13c95a29f.JPG;Պանիր լոռի «Էլոլա»;https://www.sas.am/products/Պանիր_լոռի_«Էլոլա»_409162/
Պանիր;487b3922133ac3fe4e7c175a78f7cff0.JPG;Պանրային ափսե «Вкусный Стандарт» 155գ;https://www.sas.am/products/Պանրային_ափսե_«Вкусный_Стандарт»_գ_671195/
Պանիր;d0a77fc769771f628ea5fefe0f868a82.JPG;Պանիր սուլուգունի «Իգիթ Չեչիլ»;https://www.sas.am/products/Պանիր_սուլուգունի_«Իգիթ_Չեչիլ»_30872/
Պանիր;a00a7c4d8fc088ce4c174ff249f84457.JPG;Պանիր «Philadelphia» 175գ;https://www.sas.am/products/Պանիր_«Philadelphia»_գ_30611/
Պանիր;79530ca012393c8e5fbdc5f17d8fb368.JPG;Պանիր «Philadelphia» 175գ ;https://www.sas.am/products/Պանիր_«Philadelphia»_գ__30613/
Պանիր;f1a787eef542ba7e460d7188e6504852.JPG;Պանիր «Philadelphia» 200գ;https://www.sas.am/products/Պանիր_«Philadelphia»_գ_30601/
Պանիր;de9c23ba83bd00adf81ff2334f084e4a.JPG;Պանիր հորած թարմ պղպեղով;https://www.sas.am/products/Պանիր_հորած_թարմ_պղպեղով_284236/
Պանիր;0d52a05a67bb052bc4bb6a87a5e281ad.JPG;Պանրային ափսե «Вкусный Стандарт Для тебя Сказочный Вояж» 185գ;https://www.sas.am/products/Պանրային_ափսե_«Вкусный_Стандарт_Для_тебя_Сказочный_Вояж»_գ_671201/
Պանիր;a58f21a2e4d068354ac7a66afa1a20fd.JPG;Հալած պանիր բրի «President» 200գ, 60%;https://www.sas.am/products/Հալած_պանիր_բրի_«President»_գ__31049/
Պանիր;15fb3d858a7cf22e875501b5ae9262fb.JPG;Պանիր կամամբեր «President» 250գ, 45%;https://www.sas.am/products/Պանիր_կամամբեր_«President»_գ__31052/
Պանիր;2537cedb701a8061fe35390258008131.jpg;Պանիր ոչխարի;https://www.sas.am/products/Պանիր_ոչխարի_246066/
Պանիր;899bad8ae05879d841dd69393ab48f40.JPG;Պանրային ափսե «Особый Вечер» 115գ;https://www.sas.am/products/Պանրային_ափսե_«Особый_Вечер»_գ_743923/
Պանիր;b5a6ce9e9ed2c869eab5a27c32ea13b2.JPG;Պանիր «Ambrosi Parmigiano Reggiano» 200գ;https://www.sas.am/products/Պանիր_«Ambrosi_Parmigiano_Reggiano»_գ_729290/
